0,number_of_schools
69-11 YELLOWSTONE BLVD,14
69-45 108 STREET,14
69-55 ALMEDA AVENUE,1
690 BUSHWICK AVENUE,20
6901 3 AVENUE,11
6902 NARROWS AVENUE,2
691 BUSHWICK AVENUE,20
691 DE KALB AVENUE,20
692 10 AVENUE,20
692 METROPOLITAN AVENUE,20
692 MONROE STREET,20
692 MYRTLE AVENUE,20
692 ST MARK'S AVENUE,16
6922 NARROWS AVENUE,3
6924 20 AVENUE,7
693 6 AVENUE,11
693 SACKETT STREET,20
6930 4 AVENUE,11
694 5 AVENUE,13
694 MONROE STREET,20
695 5 AVENUE,11
696 MIDWOOD STREET,20
697 EAST 21 STREET,12
698 10 AVENUE,20
699 LAFAYETTE AVENUE,20
7 ARLO ROAD,1
7 DUTCH STREET,20
7 EAST 14 STREET,20
7 ESSEX STREET,20
7 LEROY STREET,20
7 LEXINGTON AVENUE,20
7 NAVY PIER COURT,5
7 PARKSIDE COURT,8
7 WEST 122 STREET,20
70 4 PLACE,14
70 BATTERY PLACE,20
70 BUSHWICK AVENUE,20
70 CLARK STREET,19
70 LENOX ROAD,20
70 LITTLE WEST STREET,20
70 PINE STREET,20
70 PROSPECT PARK WEST,16
70 WASHINGTON STREET,8
70 WEST 109 STREET,20
70 WEST 11 STREET,20
70 WEST 37TH STREET,20
70 WEST 45 STREET,20
70 WEST 95 STREET,20
70 WHITE STREET,20
70 WYCKOFF AVENUE,13
70-01 113 STREET,13
70-01 CALDWELL AVENUE,7
70-10 CALDWELL AVENUE,7
70-11 108 STREET,15
70-11 34 AVENUE,10
70-25 YELLOWSTONE BLVD,10
70-50 45 AVENUE,10
70-74 SOUTH 4 STREET,15
700 2 AVENUE,19
700 FT WASHINGTON AVENUE,15
700 RIVERSIDE DRIVE,8
7001 RIDGE BOULEVARD,11
7005 SHORE ROAD,2
701 9 AVENUE,20
701 CHAUNCEY STREET,13
701 GRAND STREET,20
701 JEFFERSON AVENUE,20
702 AMSTERDAM AVENUE,20
703 9 AVENUE,19
703 BERGEN STREET,20
7037 COLONIAL ROAD,7
704 DE KALB AVENUE,20
704 MAC DONOUGH STREET,17
705 MANHATTAN AVENUE,10
705 SCHENCK AVENUE,16
705 ST MARK'S AVENUE,17
707 MYRTLE AVENUE,20
707 UNION STREET,20
708 MANHATTAN AVENUE,10
709 DE KALB AVENUE,20
71 BROADWAY,20
71 EAST 110 STREET,20
71 EAST 2 STREET,20
71 GELSTON AVENUE,12
71 LAIGHT STREET,18
71 MOFFAT STREET,15
71 OCEAN PARKWAY,10
71 RIDGEWOOD AVENUE,6
71 SULLIVAN STREET,20
71 WEST 109 STREET,20
71 WEST 174 STREET,18
71-06 FRESH POND ROAD,10
71-07 FRESH POND ROAD,7
71-08 72 STREET,3
71-15 AUSTIN STREET,15
71-17 AUSTIN STREET,15
71-36 110 STREET,16
71-37 PARK AVENUE,10
71-40 112 STREET,14
710 BUSHWICK AVENUE,20
710 DE GRAW STREET,20
710 GRAND STREET,20
710 WOODWARD AVENUE,14
711 ST MARK'S AVENUE,16
7111 19 AVENUE,4
7112 14 AVENUE,9
7112 5 AVENUE,10
7119 SHORE ROAD,1
712 EAST 27 STREET,12
7121 FT HAMILTON PARKWAY,8
714 6 AVENUE,9
714 SENECA AVENUE,19
715 EAST 32 STREET,12
715 EAST 5 STREET,20
715 LEXINGTON AVENUE,20
715 MACON STREET,19
715 SACKETT STREET,20
715 WEST 172 STREET,18
717 AVENUE C,12
717 HENRY STREET,13
717 METROPOLITAN AVENUE,20
718 WEST 171 STREET,17
719 DEAN STREET,20
719 LORIMER STREET,20
719A MONROE STREET,20
71A MONROE STREET,20
72 EAST 7 STREET,20
72 HERKIMER STREET,19
72 MAUJER STREET,20
72 NORTH HENRY STREET,8
72 POPLAR STREET,14
72 SKILLMAN AVENUE,20
72 VERMILYEA AVENUE,20
72-10 41 AVENUE,14
72-26 66 PLACE,3
72-34 AUSTIN STREET,13
72-35 112 STREET,14
72-38 113 STREET,13
72-38 73 STREET,2
72-42 67 STREET,3
72-54 MANSE STREET,3
72-61 113 STREET,10
72-72 112 STREET,15
72-72 CALAMUS AVENUE,18
72-81 113 STREET,8
720 WEST 172 STREET,20
7201 FT HAMILTON PARKWAY,8
7201 RIDGE BOULEVARD,10
7206 5 AVENUE,12
7208 21 AVENUE,15
721 5 AVENUE,20
721 HENRY STREET,13
7214 3 AVENUE,11
722 LIBERTY AVENUE,18
722 WESTMINSTER ROAD,13
7223 5 AVENUE,13
723 LEXINGTON AVENUE,20
723 MANHATTAN AVENUE,10
723 UNION STREET,19
724 EAST 27 STREET,13
724 NOSTRAND AVENUE,15
725 RIVERSIDE DRIVE,9
725 WEST 184 STREET,16
7259 SHORE ROAD,2
728 EAST 136 STREET,5
728 LAFAYETTE AVENUE,20
729 6 AVENUE,9
73 1 AVENUE,20
73 EAST 2 STREET,20
73 LEXINGTON AVENUE,20
73 MAUJER STREET,20
73 SEIGEL STREET,20
73 SKILLMAN AVENUE,17
73-02 41 AVENUE,11
73-14 30 AVENUE,4
73-20 AUSTIN STREET,15
73-51 BELL BOULEVARD,4
73-56 53 AVENUE,10
730 COLUMBUS AVENUE,20
730 PROSPECT PLACE,16
730 RIVERSIDE DRIVE,9
7314 21 AVENUE,18
732 ST MARK'S AVENUE,20
733 KNICKERBOCKER AVENUE,20
734 MADISON STREET,20
735 GREENE AVENUE,20
735 OCEAN AVENUE,20
735 ST NICHOLAS AVENUE,20
736 ST NICHOLAS AVENUE,20
736 WEST 187 STREET,19
737 DE KALB AVENUE,20
737 PARK AVENUE,20
739 LAFAYETTE AVENUE,20
739 QUINCY STREET,20
74 BLEECKER STREET,19
74 GRAND AVENUE,20
74 HESTER STREET,20
74 LEONARD STREET,20
74 MAC DOUGAL STREET,20
74 MAUJER STREET,20
74 STOCKHOLM STREET,20
74-11 DITMARS BOULEVARD,3
74-15 35 AVENUE,15
740 UNION STREET,19
7401 RIDGE BOULEVARD,11
7401 SHORE ROAD,2
7405 5 AVENUE,15
741 PARK AVENUE,20
7420 6 AVENUE,14
743 LAFAYETTE AVENUE,20
744 EAST 85 STREET,20
744 FULTON STREET,14
744 LAFAYETTE AVENUE,20
744 LEFFERTS AVENUE,20
744 WILLOUGHBY AVENUE,20
745 BEDFORD AVENUE,20
745 EAST 31 STREET,10
745 LINCOLN PLACE,17
746 DRIGGS AVENUE,20
747 10 AVENUE,20
748 9 AVENUE,20
75 BAY 38 STREET,14
75 BOWERY ,20
75 CABRINI BOULEVARD,16
75 CLINTON STREET,20
75 LUDLOW STREET,20
75 MADISON STREET,20
75 RALPH AVENUE,15
75 WALL STREET,20
75 WEST STREET,20
75-04 62 STREET,5
75-07 60 LANE,6
75-10 YELLOWSTONE BLVD,2
75-15 41 AVENUE,17
75-15 PITKIN AVENUE,8
75-19 DITMARS BOULEVARD,3
75-34 GRND CNTRL PKWY SR W,10
75-35 113 STREET,10
75-37 113 STREET,11
75-40 BELL BOULEVARD,4
75-41 113 STREET,11
75-45 113 STREET,11
75-46 113 STREET,11
75-52 113 STREET,11
75-63 113 STREET,11
75-70 113 STREET,11
750 COLUMBUS AVENUE,20
750 RIVERSIDE DRIVE,7
751 WALTON AVENUE,17
752 ONDERDONK AVENUE,14
752 WEST END AVENUE,20
753 EAST 5TH STREET,20
754 METROPOLITAN AVENUE,20
755 9 AVENUE,20
756 9 AVENUE,20
756 MYRTLE AVENUE,20
757 PARK AVENUE,20
759 MANHATTAN AVENUE,9
759 PUTNAM AVENUE,20
76 CLERMONT AVENUE,13
76 COFFEY STREET,6
76 ENGERT AVENUE,8
76 MADISON AVENUE,20
76 NORTH 4 STREET,20
76 NORTH 7 STREET,19
76 PALMETTO STREET,20
76 STANHOPE STREET,20
76 WEST 82 STREET,20
76-10 113 STREET,10
76-10 34 AVENUE,15
76-12 GRND CNTRL PKWY SR W,11
76-15 47 AVENUE,12
76-22 GRND CNTRL PKWY SR W,11
76-66 AUSTIN STREET,8
761 UNION STREET,19
7610 3 AVENUE,13
762 9 AVENUE,20
763 ST JOHN'S PLACE,16
764 JEFFERSON AVENUE,20
764 ST NICHOLAS AVENUE,20
765 40 STREET,8
766 ST NICHOLAS AVENUE,20
767 9 AVENUE,20
767 PROSPECT PLACE,16
768 HART STREET,16
768 UNION STREET,20
77 7 AVENUE,20
77 BERRY STREET,19
77 CENTRAL AVENUE,10
77 EAST 110 STREET,20
77 EAST 12 STREET,20
77 LINDEN BOULEVARD,20
77 PARK AVENUE,20
77 SULLIVAN STREET,20
77 WEST 104 STREET,19
77 WEST 24 STREET,20
77-01 CYPRESS AVENUE,7
77-11 35 AVENUE,14
77-54 AUSTIN STREET,7
770 EAST 161 STREET,20
770 GRAND STREET,20
770 METROPOLITAN AVENUE,20
770 ST MARK'S AVENUE,20
770 UNION STREET,20
771 EAST 9 STREET,18
771 UNION STREET,20
7714 BAY PARKWAY,17
773 GRAND STREET,20
774 CLASSON AVENUE,20
775 COLUMBUS AVENUE,20
775 HART STREET,17
775 UNION STREET,20
776 HALSEY STREET,19
776 SIXTH AVENUE,20
777 6 AVENUE,20
778 WASHINGTON AVENUE,20
779 RIVERSIDE DRIVE,7
779 WYCKOFF AVENUE,20
78 BANK STREET,20
78 DE SALES PLACE,14
78 EAST 1ST STREET,20
78 EAST 4 STREET,7
78 HERKIMER STREET,18
78 HULL STREET,17
78 MULBERRY STREET,20
78 RIDGE STREET,20
78 WEST 68 STREET,20
78 WEST 85 STREET,20
78 WEST WASHINGTON PLACE,20
78-09 69 ROAD,3
78-11 83 STREET,2
78-18 21 AVENUE,2
78-58 79 LANE,3
780 EAST 2 STREET,20
780 GREENWICH STREET,19
780 RIVERSIDE DRIVE,8
7805 RIDGE BOULEVARD,12
781 5 AVENUE,19
781 9 AVENUE,20
781 BUSHWICK AVENUE,20
782 AMSTERDAM AVENUE,20
782 PROSPECT PLACE,16
7826 5 AVENUE,9
783 9 AVENUE,20
784 COLUMBUS AVENUE,20
784 HALSEY STREET,18
785 9 AVENUE,20
785 DEAN STREET,20
785 EAST 34 STREET,12
786 PROSPECT PLACE,16
786 ROGERS AVENUE,20
787 EAST 46 STREET,8
788 AMSTERDAM AVENUE,20
788 COLUMBUS AVENUE,20
788 ROGERS AVENUE,20
79 ADELPHI STREET,13
79 BAXTER STREET,20
79 BRIDGE STREET,13
79 CALYER STREET,6
79 CLAY STREET,2
79 COFFEY STREET,6
79 KINGSLAND AVENUE,10
79 LAIGHT STREET,17
79 LEROY STREET,20
79 MC GUINNESS BLVD,12
79 READE STREET,20
79-15 35 AVENUE,15
79-19 68 ROAD,4
79-33 67 ROAD,3
79-58 77 AVENUE,3
79-81 WHITE STREET,20
790 SENECA AVENUE,16
791 HART STREET,16
7914 4 AVENUE,14
792 COLUMBUS AVENUE,20
7920 3 AVENUE,15
7920 RIDGE BOULEVARD,17
7922 5 AVENUE,8
793 FLUSHING AVENUE,20
795 COLUMBUS AVENUE,20
796 FLUSHING AVENUE,20
796 JEFFERSON AVENUE,20
797 STERLING PLACE,16
8 BEACH STREET,20
8 EAST 116 STREET,20
8 EAST 18 STREET,20
8 FT CHARLES PLACE,20
8 GARDEN PLACE,17
8 PETER COOPER ROAD,20
8 SPRUCE STREET,20
8 WEST 75 STREET,20
8-51 ASTORIA BOULEVARD,7
80 4 AVENUE,20
80 AMITY STREET,20
80 COLUMBUS CIRCLE,20
80 DELANCEY STREET,20
80 DOWNING STREET,20
80 ELIZABETH STREET,20
80 HAVEN AVENUE,17
80 JOHN STREET,20
80 LORRAINE STREET,10
80 MASPETH AVENUE,15
80 METROPOLITAN AVENUE,20
80 PARK AVENUE,20
80 RIVERSIDE BOULEVARD,17
80 ST MARKS AVENUE,20
80 VARICK STREET,20
80 WOODRUFF AVENUE,14
80-08 35 AVENUE,16
80-09 35 AVENUE,16
80-15 88 STREET,5
80-15 GRENFELL STREET,7
80-19 NORTHERN BOULEVARD,9
80-20 138 STREET,5
80-20 BROADWAY,17
80-21 ASTORIA BOULEVARD,3
800 6TH AVENUE,20
800 AMSTERDAM AVENUE,20
800 AVENUE H,17
800 GRAND CONCOURSE,20
801 AMSTERDAM AVE,20
801 WOODWARD AVENUE,12
802 KINGS HIGHWAY,17
802 PARK PLACE,16
8020 5 AVENUE,10
803 9 AVENUE,20
803 HART STREET,16
804 EVERGREEN AVENUE,14
805 COLUMBUS AVENUE,20
805 CYPRESS AVENUE,6
805 DRIGGS AVENUE,20
805 OCEAN AVENUE,15
805 ST MARK'S AVENUE,18
807 9 AVENUE,20
807 FREEMAN STREET,20
807 PRESIDENT STREET,20
807 ST JOHN'S PLACE,15
807 WASHINGTON STREET,20
808 COLUMBUS AVENUE,20
808 DRIGGS AVENUE,20
80A 4 AVENUE,20
81 BAY RIDGE AVENUE,4
81 DOWNING STREET,20
81 IRVING PLACE,20
81 LEFFERTS PLACE,20
81 MAUJER STREET,20
81 MONITOR STREET,6
81 MURRAY STREET,20
81 OCEAN PARKWAY,11
81 PERRY STREET,20
81 SKILLMAN AVENUE,16
81 ST MARK'S PLACE,20
81 WASHINGTON STREET,8
81 WAVERLY AVENUE,12
81-10 135 STREET,3
81-11 45 AVENUE,16
81-31 BAXTER AVENUE,15
810 FLUSHING AVENUE,19
8105 4 AVENUE,12
811 CORTELYOU ROAD,11
8110 5 AVENUE,10
8117 3 AVENUE,13
812 RIVERSIDE DRIVE,14
8125 5 AVENUE,8
813 NOSTRAND AVENUE,20
814 10 AVENUE,20
814 KINGS HIGHWAY,20
815 52 STREET,11
815 AVENUE C,10
815 EAST 14 STREET,15
815 WEST 181 STREET,15
816 BELMONT AVENUE,20
817 EAST 14 STREET,15
817 WEST END AVENUE,20
818 10 AVENUE,20
818 EAST 149 STREET,20
818 LEXINGTON AVENUE,20
818 PROSPECT PLACE,20
819 AVENUE C,10
82 BLEECKER STREET,18
82 EAST 3 STREET,20
82 IRVING PLACE,20
82 MARION STREET,20
82 WEST 12 STREET,20
82-06 34 AVENUE,12
82-11 135 STREET,4
82-15 35 AVENUE,14
82-27-82-45 135 STREET,2
82-40 AUSTIN STREET,9
82-65 116 STREET,4
82-85 116 STREET,5
820 DE KALB AVENUE,20
820 MANHATTAN AVENUE,6
820 MAPLE STREET,20
820 RIVERSIDE DRIVE,12
820 WEST 180 STREET,15
8203 3 AVENUE,11
821 RIVERSIDE DRIVE,13
824 9 AVENUE,20
825 BOYNTON AVENUE,9
825 MONROE STREET,16
825 OCEAN PARKWAY,20
825 WEST 187 STREET,11
826 9 AVENUE,20
826 QUINCY STREET,20
827 JEFFERSON AVENUE,20
827 MONROE STREET,16
828 HALSEY STREET,16
829 9 AVENUE,20
829 GREENWOOD AVENUE,7
829 NOSTRAND AVENUE,20
829 WEST 181 STREET,13
83 SEIGEL STREET,20
83 ST MARK'S PLACE,20
83 STANHOPE STREET,20
83 WINTHROP STREET,12
83-09 LEFFERTS BOULEVARD,9
83-09 TALBOT STREET,9
83-15 LEFFERTS BOULEVARD,9
83-31 116 STREET,6
83-40 AUSTIN STREET,9
83-46 118 STREET,7
83-52 TALBOT STREET,8
83-55 AUSTIN STREET,9
83-75 116 STREET,8
8301 4 AVENUE,11
831 51 STREET,12
831 BARTHOLDI STREET,13
831 WEST 176 STREET,15
832 DE KALB AVENUE,20
832 QUINCY STREET,20
832-836 LORIMER STREET,12
833 MADISON AVENUE,20
834 LEXINGTON AVENUE,20
834 STERLING PLACE,16
835 11 AVENUE,20
836 BERGEN STREET,20
836 EASTERN PARKWAY,20
836 JEFFERSON AVENUE,16
836 MONROE STREET,13
838 WEST 176 STREET,11
84 EAST 10 STREET,20
84 ENGERT AVENUE,18
84 FRONT STREET,8
84 GROVE STREET,20
84 LAWRENCE AVENUE,20
84 NORTH 9 STREET,20
84 SOUTH 1 STREET,20
84 WHITE STREET,20
84 WINDSOR PLACE,14
84-09 35 AVENUE,15
84-09 TALBOT STREET,9
84-11 LANDER STREET,8
84-13 LEFFERTS BOULEVARD,10
84-14 143 STREET,13
84-19 51 AVENUE,16
84-20 AUSTIN STREET,9
84-21 LANDER STREET,7
84-24 LEFFERTS BOULEVARD,12
84-25 118 STREET,12
84-27 LANDER STREET,5
84-40 150 STREET,13
84-47 118 STREET,11
840 FRANKLIN AVENUE,20
840 WEST END AVENUE,20
8401 14 AVENUE,8
8402 4 AVENUE,11
8402 5 AVENUE,11
841 7 AVENUE,17
841 KENT AVENUE,19
8414 AVENUE J,9
8414 FT HAMILTON PARKWAY,8
8419 19 AVENUE,8
842 OCEAN PARKWAY,20
842 PUTNAM AVENUE,20
8425 5 AVENUE,10
845 43 STREET,12
845 GRAND STREET,20
845 UNITED NATIONS PLAZA,20
848 MANHATTAN AVENUE,5
849 ST NICHOLAS AVENUE,20
85 8 AVENUE,20
85 EAST 3 STREET,20
85 EAST END AVENUE,19
85 FOURTH AVENUE,20
85 GRAHAM AVENUE,20
85 JOHN STREET,20
85 LEONARD STREET,20
85 MALBA DRIVE,0
85 MONTROSE AVENUE,20
85 PITT STREET,20
85 ST JAMES PLACE,20
85 STANHOPE STREET,20
85 STANTON STREET,20
85-01 64 ROAD,5
85-02 139TH STREET,9
85-05 35 AVENUE,16
85-06 101 AVENUE,8
85-07 25 AVENUE,1
85-22 144 STREET,14
85-25 120 STREET,13
85-31 120 STREET,13
85-50 FOREST PARKWAY,7
85-95 LEXINGTON AVENUE,20
850 AMSTERDAM AVENUE,20
850 FLATBUSH AVENUE,20
8502 FT HAMILTON PARKWAY,8
851 PARK PLACE,20
851 WEST END AVENUE,19
851 WILLOUGHBY AVENUE,20
852 METROPOLITAN AVENUE,20
852 ROGERS AVENUE,20
853 43 STREET,12
853 7 AVENUE,15
853 GREENE AVENUE,20
854 FRANKLIN AVENUE,20
854 GREENE AVENUE,20
854 WEST 180 STREET,15
856 AMSTERDAM AVENUE,20
858 10 AVENUE,20
858 8 AVENUE,20
858 METROPOLITAN AVENUE,20
858 WEST END AVENUE,20
86 BAY 29 STREET,9
86 CLINTON AVENUE,13
86 FLEET PLACE,20
86 FORT GREENE PLACE,20
86 HORATIO STREET,20
86 HOYT STREET,20
86 STANTON STREET,20
86 UNIVERSITY PLACE,20
86-01-86-47 VAN WYCK EXPRESSWAY SR EAST,12
86-04 GRAND AVENUE,17
86-05 60 ROAD,7
86-10 34 AVENUE,14
86-22 98 STREET,8
86-30 98 STREET,8
86-30 GRAND AVENUE,14
86-55 BROADWAY,14
86-75 MIDLAND PARKWAY,8
860 MACON STREET,20
860 UNITED NATIONS PLAZA,18
8609 BAY 16 STREET,7
862 9 AVENUE,20
8629 16 AVENUE,7
8634 FT HAMILTON PARKWAY,11
8636 FT HAMILTON PARKWAY,11
8638 FT HAMILTON PARKWAY,12
864 NOSTRAND AVENUE,20
864 WEST END AVENUE,19
8642 BAY PARKWAY,13
8645 BAY PARKWAY,12
865 GRAND STREET,20
865 ST JOHN'S PLACE,20
865 UNITED NATIONS PLAZA,20
867 DE KALB AVENUE,20
867 KNICKERBOCKER AVENUE,14
867 METROPOLITAN AVENUE,18
867 WEST 181 STREET,12
868 PARK PLACE,20
868 WOODWARD AVENUE,14
87 8 AVENUE,20
87 BEAVER STREET,14
87 EAST 2 STREET,20
87 EAST 3 STREET,20
87 EUCLID AVENUE,13
87 MONTROSE AVENUE,20
87 NORWOOD AVENUE,12
87 PARK TERRACE WEST,17
87 ST JAMES PLACE,20
87 WYCKOFF STREET,20
87-03 56 AVENUE,11
87-09 JUSTICE AVENUE,17
87-15 37 AVENUE,10
87-22 51 AVENUE,16
87-24 115 STREET,13
87-27 58 AVENUE,8
8709 5 AVENUE,14
871 BERGEN STREET,20
872 JEFFERSON AVENUE,15
874 43 STREET,11
874 GREENE AVENUE,20
876 GREENE AVENUE,20
876 WOODWARD AVENUE,14
877 METROPOLITAN AVENUE,18
8785 BAY 16 STREET,6
88 3 AVENUE,20
88 EAST 3 STREET,20
88 GREENWICH STREET,20
88 HARMAN STREET,20
88 HART STREET,20
88 HORATIO STREET,20
88 JEFFERSON STREET,14
88 WOODHULL STREET,13
88-10 34 AVENUE,11
88-10 WHITNEY AVENUE,14
88-20 PARSONS BOULEVARD,20
88-48 COOPER AVENUE,4
880 68 STREET,10
880 DEKALB AVENUE,20
8801 RIDGE BOULEVARD,16
8812 3 AVENUE,18
8815 3 AVENUE,13
882 UNION STREET,20
8822 RIDGE BOULEVARD,17
883 FRANKLIN AVENUE,19
8833 26 AVENUE,12
884 JEFFERSON AVENUE,13
8844 17 AVENUE,5
885 PARK AVENUE,20
885 ST JOHN'S PLACE,20
8855 17 AVENUE,3
886 BUSHWICK AVENUE,20
887 RUTLAND ROAD,20
888 EIGHTH AVENUE,20
888 FLUSHING AVENUE,12
888 GRAND CONCOURSE,20
888 MAIN STREET,6
889 BUSHWICK AVENUE,19
88A 3 PLACE,14
89 5 AVENUE,20
89 CROOKE AVENUE,14
89 DEAN STREET,20
89 DIAMOND STREET,10
89 DRIGGS AVENUE,6
89 MURRAY STREET,20
89 RALPH AVENUE,13
89-04 148 STREET,19
890 LENOX ROAD,18
8905 3 AVENUE,13
891 GRAND STREET,19
891 HERKIMER STREET,17
893A GREENE AVENUE,20
894 NOSTRAND AVENUE,17
894 RIVERSIDE DRIVE,8
894 UNION STREET,20
895 PACIFIC STREET,17
9 BARROW STREET,20
9 BEDFORD PLACE,20
9 EAST 16 STREET,20
9 ELDRIDGE STREET,20
9 HUNTERFLY PLACE,20
9 LEXINGTON AVENUE,20
9 MARCUS GARVEY BLVD,20
9 MONTAGUE TERRACE,14
9 PATCHIN PLACE,20
9 SPENCER PLACE,20
9 THAYER STREET,18
9 WHITE STREET,13
9-91 WYCKOFF AVENUE,12
90 BEDFORD STREET,20
90 BOWERY,20
90 EAST END AVENUE,20
90 ELIZABETH STREET,20
90 FURMAN STREET,3
90 LEXINGTON AVENUE,20
90 MONITOR STREET,5
90 NORTH 5 STREET,20
90 SOUTH 1 STREET,19
90 SOUTH OXFORD STREET,20
90 WASHINGTON STREET,20
90 WILLIAM STREET,20
90 WILSON AVENUE,8
90-02 QUEENS BOULEVARD,8
900 PARK AVENUE,20
900 RIVERSIDE DRIVE,12
901 GRAND STREET,20
901 MYRTLE AVENUE,20
9031 FT HAMILTON PARKWAY,8
904 PRESIDENT STREET,20
906 SUMMIT AVENUE,8
907 JEFFERSON AVENUE,13
91 1 AVENUE,20
91 8 AVENUE,20
91 AUDUBON AVENUE,20
91 CROSBY STREET,20
91 FRANKLIN STREET,20
91 GRAND AVENUE,19
91 GREENPOINT AVENUE,6
91 JEWEL STREET,9
91 KINGSLAND AVENUE,9
91 NORTH 7 STREET,20
91-08 WHITNEY AVENUE,10
91-31 LAMONT AVENUE,12
910 RIVERSIDE DRIVE,11
9101 KINGS HIGHWAY,18
9101 SCHENCK STREET,1
9101 SHORE ROAD,7
9108 COLONIAL ROAD,7
911 8 AVENUE,20
911 BROADWAY,15
9115 COLONIAL ROAD,8
9116 3 AVENUE,14
912 GATES AVENUE,20
913 ST JOHN'S PLACE,20
914 42 STREET,3
914 METROPOLITAN AVENUE,17
915 BROADWAY,20
915 ST JOHNS PLACE,20
916 MANHATTAN AVENUE,6
917 LAFAYETTE AVENUE,20
918 HART STREET,15
92 GEORGE STREET,9
92 GREENE STREET,20
92 MAC DONOUGH STREET,20
92-02 HOLLAND AVENUE,2
92-29 QUEENS BOULEVARD,10
92-80 HOLLAND AVENUE,3
920 AMSTERDAM AVENUE,20
920 COLUMBUS AVENUE,19
920 DE KALB AVENUE,20
920 EAST 88 STREET,18
920 EASTERN PARKWAY,20
920 LAFAYETTE AVENUE,20
920 PACIFIC STREET,20
920 PROSPECT PLACE,20
920 ST NICHOLAS AVENUE,14
9201 SHORE ROAD,7
921 STERLING PLACE,20
9224 3 AVENUE,13
9229 SHORE ROAD,7
923 73 STREET,8
923 EAST 85 STREET,15
923 STERLING PLACE,20
924 DEKALB AVENUE,20
924 JEFFERSON AVENUE,12
924 METROPOLITAN AVENUE,16
924 MYRTLE AVENUE,20
924 PRESIDENT STREET,19
925 EAST 14 STREET,15
925 FLUSHING AVENUE,12
928 80 STREET,7
928 AMSTERDAM AVENUE,20
93 2 AVENUE,20
93 3 AVENUE,20
93 8 AVENUE,20
93 BERGEN STREET,20
93 DAHLGREN PLACE,9
93 EAST 7 STREET,20
93 HIMROD STREET,20
93 INDIA STREET,5
93 JAVA STREET,6
93 NORTH 3 STREET,20
93 PERRY STREET,17
93 WORTH STREET,20
93-09 ASTORIA BOULEVARD,6
93-10 QUEENS BOULEVARD,9
93-23 218 STREET,5
93-40 QUEENS BOULEVARD,11
930 COLUMBUS AVENUE,19
930 DE KALB AVENUE,20
9305 3 AVENUE,12
931 8 AVENUE,15
9313 3 AVENUE,13
9316 3 AVENUE,12
932 PACIFIC STREET,20
933 METROPOLITAN AVENUE,15
934 LAFAYETTE AVENUE,20
936A LAFAYETTE AVENUE,20
939 LORIMER STREET,11
94 DIAMOND STREET,8
94 GREENPOINT AVENUE,5
94 MADISON STREET,20
94 NORTH 3RD STREET,20
94 PROSPECT PARK WEST,16
94-06 34 ROAD,13
94-35 53 AVENUE,11
94-40 210 STREET,5
9407 5 AVENUE,9
9408 FT HAMILTON PARKWAY,9
9412 4 AVENUE,10
943 HERKIMER STREET,20
944 5 AVENUE,20
944 MONTGOMERY STREET,20
944 NOSTRAND AVENUE,16
9448 RIDGE BOULEVARD,8
945 5 AVENUE,20
945 ST NICHOLAS AVENUE,12
946 BEDFORD AVENUE,20
946 BUSHWICK AVENUE,20
946 PROSPECT PLACE,20
947 COLUMBUS AVENUE,19
947 HERKIMER STREET,20
948 PROSPECT PLACE,20
949 HERKIMER STREET,20
949 PROSPECT PLACE,20
949 WILLOUGHBY AVENUE,17
95 CHRISTOPHER STREET,20
95 EASTERN PARKWAY,20
95 GREENE STREET,20
95 HORATIO STREET,20
95 LINDEN BOULEVARD,20
95 NORTH HENRY STREET,6
95 ST MARK'S PLACE,20
95 THAYER STREET,15
95 WALL STREET,20
95-08 QUEENS BOULEVARD,13
950 RUTLAND ROAD,20
950 ST JOHN'S PLACE,20
951 2 AVENUE,20
951 AMSTERDAM AVENUE,18
951 CARROLL STREET,18
951 PROSPECT PLACE,20
9511 SHORE ROAD,6
952 COLUMBUS AVENUE,20
9524 FT HAMILTON PARKWAY,3
954 NOSTRAND AVENUE,17
956 66 STREET,15
956 LAFAYETTE AVENUE,20
957 KENT AVENUE,20
958 MADISON AVENUE,20
958 MYRTLE AVENUE,20
959 1 AVENUE,20
959 PARK PLACE,20
96 ADELPHI STREET,12
96 BEDFORD AVENUE,20
96 DUPONT STREET,2
96 HART STREET,20
96 HIMROD STREET,20
96-02 57 AVENUE,8
96-08 57 AVENUE,9
96-09 66 AVENUE,14
96-10 37 AVENUE,12
96-11 65 ROAD,14
960 EAST 12 STREET,17
960 ST MARK'S AVENUE,20
9602 4 AVENUE,9
961 MADISON STREET,14
9615 SHORE ROAD,6
967 BROOKLYN AVENUE,7
967 OCEAN AVENUE,7
968 60TH STREET,12
968 66 STREET,15
968 MYRTLE AVENUE,20
969 CARROLL STREET,18
97 70 STREET,6
97 KINGSLAND AVENUE,9
97 MC GUINNESS BLVD,11
97 TROUTMAN STREET,15
97-02 25 AVENUE,3
97-05 HORACE HARDING EXPRESSWAY ,7
97-07 67 AVENUE,8
97-15 HORACE HARDING EXPRESSWAY,8
97-20 57 AVENUE,10
97-25 64 AVENUE,14
97-28 57 AVENUE,9
97-30 57 AVENUE,9
97-40 62 DRIVE,15
97-45 QUEENS BOULEVARD,17
97-50 QUEENS BOULEVARD,15
970 KENT AVENUE,18
970 ST MARK'S AVENUE,20
9702 3 AVENUE,9
971 MADISON AVENUE,20
9710 3 AVENUE,9
9712 3 AVENUE,10
